Datetime,Cancel_Type,Vehicle Type,Ride Distance,Booking Value,is_cancelled,Hour,Is_Weekend,Pickup Location
2024-12-17 04:44:54,Completed,Go Sedan,47.87,392.0,0,4,0,Madipur
2024-02-02 19:58:50,Completed,Go Mini,44.56,549.0,0,19,0,Maidan Garhi
2024-09-26 19:42:27,Incomplete,Auto,7.98,619.0,1,19,0,Panchsheel Park
2024-08-10 13:19:15,Completed,Auto,31.62,738.0,0,13,1,INA Market
2024-01-13 23:02:29,Driver Cancelled,Bike,,,1,23,1,Khan Market
2024-07-13 20:06:57,Driver Cancelled,eBike,,,1,20,1,Kadarpur
2024-08-15 11:11:18,Completed,Go Mini,44.79,503.0,0,11,0,Badarpur
2024-07-26 20:14:50,Completed,Premier Sedan,16.71,894.0,0,20,0,Nawada
2024-03-31 12:40:16,Completed,Go Sedan,26.44,494.0,0,12,1,Keshav Puram
2024-07-23 20:00:11,Driver Cancelled,Go Mini,,,1,20,0,Golf Course Road
2024-04-10 21:57:14,Completed,Go Mini,15.01,782.0,0,21,0,Kherki Daula Toll
2024-05-07 21:17:21,Completed,eBike,35.85,254.0,0,21,0,Chandni Chowk
2024-08-09 09:46:49,Completed,Go Sedan,14.06,487.0,0,9,0,Gurgaon Railway Station
2024-04-10 17:22:29,Driver Cancelled,eBike,,,1,17,0,Jama Masjid
2024-02-15 07:07:21,Completed,Go Sedan,47.71,585.0,0,7,0,Pataudi Chowk
2024-05-04 21:57:10,Completed,eBike,4.21,696.0,0,21,1,Central Secretariat
2024-10-07 07:07:56,Incomplete,Bike,1.63,68.0,1,7,0,Lajpat Nagar
2024-04-24 12:52:33,No Driver Found,Bike,,,1,12,0,Malviya Nagar
2024-10-30 22:44:49,Completed,Go Sedan,48.05,132.0,0,22,0,Jor Bagh
2024-04-12 11:56:03,Completed,Go Sedan,32.7,377.0,0,11,0,Panchsheel Park
2024-08-08 11:11:16,No Driver Found,Auto,,,1,11,0,Mehrauli
2024-06-23 10:59:29,Completed,Auto,24.71,1590.0,0,10,1,Lajpat Nagar
2024-10-07 17:53:05,Incomplete,Go Sedan,18.69,807.0,1,17,0,Ramesh Nagar
2024-03-14 13:46:54,Completed,Bike,3.25,694.0,0,13,0,Bahadurgarh
2024-04-17 23:16:14,Completed,Go Mini,19.95,120.0,0,23,0,INA Market
2024-11-30 05:55:03,Completed,Premier Sedan,49.64,865.0,0,5,1,Botanical Garden
2024-04-08 21:52:59,Completed,Uber XL,21.34,710.0,0,21,0,Noida Sector 62
2024-07-15 16:10:40,Completed,Go Sedan,47.65,406.0,0,16,0,IMT Manesar
2024-04-21 08:12:02,Completed,Bike,21.95,416.0,0,8,1,Ardee City
2024-05-09 14:54:37,Completed,Go Mini,8.16,145.0,0,14,0,Patel Chowk
2024-08-25 18:29:01,Completed,Go Mini,31.7,678.0,0,18,1,Tughlakabad
2024-02-19 18:53:19,Completed,Premier Sedan,26.56,194.0,0,18,0,Anand Vihar
2024-10-02 04:12:57,Customer Cancelled,eBike,,,1,4,0,Hero Honda Chowk
2024-02-28 17:39:32,Completed,Uber XL,24.08,386.0,0,17,0,Arjangarh
2024-05-23 18:42:06,Incomplete,Auto,9.81,302.0,1,18,0,Kirti Nagar
2024-01-22 19:12:09,Completed,Bike,35.85,407.0,0,19,0,Nirman Vihar
2024-09-16 09:14:57,Completed,Uber XL,41.43,132.0,0,9,0,Dilshad Garden
2024-06-17 06:03:55,Completed,eBike,24.22,241.0,0,6,0,Ghitorni
2024-06-02 18:00:25,Completed,Go Mini,22.51,536.0,0,18,1,Barakhamba Road
2024-01-28 07:38:01,Completed,Go Sedan,39.65,1174.0,0,7,1,Sonipat
2024-02-11 11:56:32,Completed,Premier Sedan,22.24,501.0,0,11,1,Chirag Delhi
2024-02-25 18:32:46,Completed,Uber XL,30.33,665.0,0,18,1,Kaushambi
2024-07-27 20:30:53,Completed,Go Mini,20.14,609.0,0,20,1,Anand Vihar
2024-11-22 15:52:45,Completed,Auto,49.69,295.0,0,15,0,Ashram
2024-01-26 08:44:49,Completed,eBike,45.15,486.0,0,8,0,Vasant Kunj
2024-03-18 19:47:25,Completed,Auto,5.24,482.0,0,19,0,Khan Market
2024-03-13 18:03:30,Driver Cancelled,Go Mini,,,1,18,0,Greater Noida
2024-06-12 18:32:17,Completed,Go Sedan,4.97,831.0,0,18,0,Lok Kalyan Marg
2024-09-25 21:50:03,Completed,Go Sedan,9.04,548.0,0,21,0,Subhash Nagar
2024-05-29 15:31:25,Completed,Go Sedan,8.81,568.0,0,15,0,Ramesh Nagar
2024-03-16 09:28:57,Completed,Go Sedan,2.25,813.0,0,9,1,Anand Vihar ISBT
2024-12-29 12:41:14,Driver Cancelled,Premier Sedan,,,1,12,1,Maidan Garhi
2024-04-10 18:22:42,Completed,Auto,37.25,240.0,0,18,0,Narsinghpur
2024-08-02 13:31:58,Driver Cancelled,Auto,,,1,13,0,Sonipat
2024-03-12 10:37:11,Completed,Auto,49.24,259.0,0,10,0,Chanakyapuri
2024-05-03 18:14:36,Completed,Auto,11.0,537.0,0,18,0,RK Puram
2024-11-10 18:58:17,Completed,Go Mini,19.75,1066.0,0,18,1,Ashok Vihar
2024-02-24 21:35:19,Completed,Go Sedan,9.26,157.0,0,21,1,Central Secretariat
2024-12-02 19:45:53,Driver Cancelled,eBike,,,1,19,0,Gurgaon Sector 56
2024-08-01 16:54:50,Completed,Premier Sedan,29.62,195.0,0,16,0,Uttam Nagar
2024-12-18 12:39:58,Driver Cancelled,Premier Sedan,,,1,12,0,Lok Kalyan Marg
2024-07-15 21:18:52,Customer Cancelled,Go Sedan,,,1,21,0,Bahadurgarh
2024-07-19 19:34:25,Completed,Auto,34.68,281.0,0,19,0,Malviya Nagar
2024-08-19 15:24:43,Customer Cancelled,Auto,,,1,15,0,Kaushambi
2024-07-23 17:42:30,Completed,Go Mini,14.19,482.0,0,17,0,Indraprastha
2024-05-06 19:16:46,Completed,Go Sedan,28.62,65.0,0,19,0,Manesar
2024-10-24 17:43:33,Driver Cancelled,Uber XL,,,1,17,0,Sarojini Nagar
2024-10-06 17:06:07,No Driver Found,Auto,,,1,17,1,Maidan Garhi
2024-10-27 01:41:34,Completed,Go Mini,48.64,1546.0,0,1,1,Palam Vihar
2024-10-03 19:20:58,Completed,Bike,49.54,873.0,0,19,0,Golf Course Road
2024-04-23 11:05:04,Completed,Auto,11.38,445.0,0,11,0,Kalkaji
2024-04-11 15:12:30,Incomplete,Premier Sedan,10.64,283.0,1,15,0,Anand Vihar
2024-03-11 17:11:25,Completed,Go Mini,32.11,169.0,0,17,0,Indirapuram
2024-01-30 17:38:54,Completed,Go Sedan,13.61,208.0,0,17,0,Ashok Park Main
2024-05-08 08:51:27,Completed,Go Mini,13.2,489.0,0,8,0,Kashmere Gate
2024-11-05 17:18:16,Completed,eBike,22.78,191.0,0,17,0,Ambience Mall
2024-07-02 10:15:16,No Driver Found,Auto,,,1,10,0,Maidan Garhi
2024-03-27 15:32:22,Driver Cancelled,Go Mini,,,1,15,0,Mandi House
2024-05-27 18:48:22,Completed,Auto,26.46,691.0,0,18,0,Subhash Chowk
2024-03-07 20:03:01,Completed,eBike,38.33,199.0,0,20,0,Sarojini Nagar
2024-06-02 19:29:54,Completed,eBike,39.94,186.0,0,19,1,Netaji Subhash Place
2024-08-21 09:57:07,Completed,Auto,29.02,477.0,0,9,0,Inderlok
2024-04-27 21:40:27,Completed,Auto,38.51,356.0,0,21,1,Jor Bagh
2024-05-06 18:59:45,Completed,eBike,38.15,197.0,0,18,0,Tilak Nagar
2024-05-28 22:56:45,Incomplete,Go Mini,5.17,106.0,1,22,0,Kirti Nagar
2024-06-25 16:42:26,Completed,Go Mini,49.43,331.0,0,16,0,Pragati Maidan
2024-04-20 18:17:00,Completed,Bike,38.27,339.0,0,18,1,Sarai Kale Khan
2024-06-01 11:07:06,Completed,Go Sedan,47.61,116.0,0,11,1,Bhiwadi
2024-06-26 01:01:57,Incomplete,Go Sedan,1.49,895.0,1,1,0,IFFCO Chowk
2024-09-29 06:18:24,Completed,Bike,35.58,561.0,0,6,1,Lal Quila
2024-05-24 22:10:01,Completed,Go Sedan,20.12,660.0,0,22,0,Dwarka Sector 21
2024-11-08 05:41:18,Completed,Go Sedan,4.22,158.0,0,5,0,Vasant Kunj
2024-06-10 20:54:30,Completed,Go Mini,11.91,368.0,0,20,0,Rajouri Garden
2024-05-06 20:54:46,Driver Cancelled,Go Mini,,,1,20,0,Lal Quila
2024-03-14 01:48:02,Completed,Go Mini,18.33,995.0,0,1,0,Paharganj
2024-05-16 10:40:51,Driver Cancelled,Go Mini,,,1,10,0,Ghaziabad
2024-04-24 05:07:05,No Driver Found,Go Sedan,,,1,5,0,Punjabi Bagh
2024-12-27 19:05:50,No Driver Found,Go Mini,,,1,19,0,Rajiv Nagar
2024-10-14 13:44:29,Customer Cancelled,Auto,,,1,13,0,Connaught Place
2024-07-01 09:01:44,Completed,Auto,36.98,135.0,0,9,0,Kashmere Gate
2024-08-02 15:34:33,Completed,eBike,44.53,156.0,0,15,0,Panchsheel Park
2024-08-03 17:05:07,Completed,Go Sedan,33.92,500.0,0,17,1,Golf Course Road
2024-04-15 20:15:05,Completed,Auto,9.4,574.0,0,20,0,Rithala
2024-08-12 18:14:20,Customer Cancelled,Go Mini,,,1,18,0,Anand Vihar ISBT
2024-05-15 01:58:02,Completed,Go Mini,38.62,307.0,0,1,0,Gwal Pahari
2024-12-26 17:29:00,Driver Cancelled,Auto,,,1,17,0,Ghitorni Village
2024-01-20 13:50:19,Completed,Go Sedan,21.66,1183.0,0,13,1,Laxmi Nagar
2024-04-14 22:33:09,Completed,Auto,32.45,313.0,0,22,1,Basai Dhankot
2024-04-07 16:59:52,Completed,Bike,19.26,1198.0,0,16,1,Narsinghpur
2024-09-16 14:50:38,Driver Cancelled,Bike,,,1,14,0,Ashok Park Main
2024-02-10 21:13:32,Customer Cancelled,Auto,,,1,21,1,Noida Extension
2024-03-12 09:28:30,Completed,Go Sedan,45.76,121.0,0,9,0,Lok Kalyan Marg
2024-09-01 11:50:49,Completed,Premier Sedan,19.8,1251.0,0,11,1,Rajouri Garden
2024-04-22 19:32:19,Customer Cancelled,Go Sedan,,,1,19,0,Chhatarpur
2024-12-05 13:23:51,Customer Cancelled,eBike,,,1,13,0,Rohini West
2024-06-01 17:38:10,Customer Cancelled,Premier Sedan,,,1,17,1,Ashok Park Main
2024-10-09 11:35:26,Completed,Premier Sedan,8.1,236.0,0,11,0,Gurgaon Railway Station
2024-07-24 10:33:43,Completed,Premier Sedan,3.54,660.0,0,10,0,Peeragarhi
2024-10-31 18:58:40,Driver Cancelled,Go Mini,,,1,18,0,Rohini West
2024-05-22 17:15:08,Completed,Go Mini,24.65,480.0,0,17,0,Paschim Vihar
2024-08-22 10:55:46,Completed,Premier Sedan,49.21,833.0,0,10,0,Sonipat
2024-03-31 10:58:29,Completed,Go Mini,15.54,684.0,0,10,1,Mehrauli
2024-02-12 18:09:57,Driver Cancelled,Premier Sedan,,,1,18,0,Mayur Vihar
2024-10-18 18:42:30,Driver Cancelled,Go Mini,,,1,18,0,Akshardham
2024-02-26 13:18:48,Completed,Go Mini,14.36,267.0,0,13,0,Nirman Vihar
2024-07-23 18:18:49,Incomplete,Auto,5.5,785.0,1,18,0,Barakhamba Road
2024-09-29 20:05:17,Completed,Bike,44.56,714.0,0,20,1,Subhash Chowk
2024-05-26 13:54:14,Driver Cancelled,Bike,,,1,13,1,Rajiv Nagar
2024-02-16 08:48:00,Completed,Auto,38.55,468.0,0,8,0,Subhash Nagar
2024-05-09 06:44:58,Driver Cancelled,Uber XL,,,1,6,0,Kadarpur
2024-10-11 18:58:00,Completed,Bike,43.75,148.0,0,18,0,Munirka
2024-02-15 18:05:13,Completed,Auto,6.04,352.0,0,18,0,Sonipat
2024-09-10 08:43:40,Completed,Premier Sedan,38.9,134.0,0,8,0,Kaushambi
2024-05-31 06:23:27,No Driver Found,Go Sedan,,,1,6,0,Sonipat
2024-12-18 08:57:02,Completed,Premier Sedan,40.12,544.0,0,8,0,Barakhamba Road
2024-08-24 11:25:30,Driver Cancelled,Go Sedan,,,1,11,1,Keshav Puram
2024-05-01 10:44:02,Completed,Go Mini,8.03,385.0,0,10,0,Ardee City
2024-08-30 09:34:24,Driver Cancelled,Auto,,,1,9,0,IGNOU Road
2024-06-12 11:22:34,Completed,Go Mini,36.32,583.0,0,11,0,Shastri Nagar
2024-04-22 12:08:05,Completed,Bike,3.14,428.0,0,12,0,Vishwavidyalaya
2024-12-29 14:41:02,Completed,Go Mini,27.97,683.0,0,14,1,IMT Manesar
2024-02-26 22:09:19,Driver Cancelled,Go Sedan,,,1,22,0,Pulbangash
2024-05-16 23:53:46,Completed,Go Mini,3.79,121.0,0,23,0,Kashmere Gate
2024-01-06 08:12:13,Completed,Go Mini,6.25,196.0,0,8,1,Mundka
2024-02-14 07:57:37,Completed,Go Mini,5.3,492.0,0,7,0,Shastri Park
2024-12-22 07:49:33,Completed,Go Mini,40.73,749.0,0,7,1,Khandsa
2024-02-20 11:31:50,Incomplete,Premier Sedan,18.93,350.0,1,11,0,Moti Nagar
2024-12-16 13:31:42,Completed,Auto,32.7,589.0,0,13,0,Munirka
2024-02-19 16:45:47,Completed,Go Mini,26.67,424.0,0,16,0,Seelampur
2024-04-15 07:01:28,Completed,Bike,23.4,267.0,0,7,0,Nehru Place
2024-09-16 17:11:26,No Driver Found,Go Sedan,,,1,17,0,Jama Masjid
2024-07-19 20:51:05,Driver Cancelled,Go Sedan,,,1,20,0,Panipat
2024-10-07 15:49:28,Customer Cancelled,eBike,,,1,15,0,Rajiv Nagar
2024-03-24 18:37:24,Completed,Auto,19.57,1094.0,0,18,1,Moolchand
2024-08-28 19:24:42,Completed,Bike,41.88,486.0,0,19,0,Anand Vihar ISBT
2024-12-28 16:52:37,Driver Cancelled,Premier Sedan,,,1,16,1,Moolchand
2024-10-24 14:18:32,Completed,Premier Sedan,27.28,81.0,0,14,0,India Gate
2024-10-19 22:37:39,Incomplete,Bike,16.12,497.0,1,22,1,Narsinghpur
2024-05-26 11:37:55,Completed,Auto,38.57,510.0,0,11,1,Delhi Gate
2024-07-12 17:44:46,Completed,Premier Sedan,35.63,342.0,0,17,0,Green Park
2024-01-09 17:24:19,Incomplete,Bike,7.73,375.0,1,17,0,Kashmere Gate
2024-08-22 14:01:51,Completed,Bike,4.4,710.0,0,14,0,Laxmi Nagar
2024-02-18 17:08:24,Completed,Go Sedan,33.47,230.0,0,17,1,Subhash Nagar
2024-12-01 05:27:59,Completed,Go Sedan,41.46,735.0,0,5,1,Paschim Vihar
2024-05-18 08:53:41,Completed,Go Mini,3.39,549.0,0,8,1,Botanical Garden
2024-05-24 22:01:40,Driver Cancelled,eBike,,,1,22,0,Preet Vihar
2024-02-12 11:50:50,Completed,Premier Sedan,38.31,170.0,0,11,0,IMT Manesar
2024-03-24 19:24:18,No Driver Found,Go Sedan,,,1,19,1,Sohna Road
2024-07-02 00:23:42,Customer Cancelled,Bike,,,1,0,0,Pulbangash
2024-06-16 18:17:46,Driver Cancelled,Go Sedan,,,1,18,1,Rohini West
2024-04-13 21:41:13,Completed,eBike,14.86,591.0,0,21,1,Chanakyapuri
2024-12-20 17:53:31,Completed,Uber XL,49.98,222.0,0,17,0,Inderlok
2024-10-04 11:54:08,Completed,Auto,11.36,235.0,0,11,0,Karol Bagh
2024-09-10 18:27:55,Completed,Auto,49.29,126.0,0,18,0,Dwarka Mor
2024-07-16 18:29:17,Driver Cancelled,Bike,,,1,18,0,MG Road
2024-03-26 05:11:04,No Driver Found,Go Sedan,,,1,5,0,IFFCO Chowk
2024-04-25 18:27:12,Driver Cancelled,Go Sedan,,,1,18,0,Cyber Hub
2024-08-24 17:43:56,Driver Cancelled,Bike,,,1,17,1,Jor Bagh
2024-06-04 12:02:34,Completed,Bike,17.78,109.0,0,12,0,Inderlok
2024-10-22 10:10:02,Incomplete,Auto,8.02,432.0,1,10,0,Qutub Minar
2024-04-05 12:06:53,Completed,Bike,38.0,509.0,0,12,0,AIIMS
2024-12-14 14:53:52,Completed,Premier Sedan,17.03,766.0,0,14,1,Shivaji Park
2024-04-11 09:16:36,Completed,Go Sedan,22.89,981.0,0,9,0,Pataudi Chowk
2024-06-08 19:30:05,Driver Cancelled,Go Mini,,,1,19,1,IFFCO Chowk
2024-03-31 18:25:08,Completed,Premier Sedan,23.57,134.0,0,18,1,Udyog Bhawan
2024-03-15 09:42:38,Completed,Go Sedan,19.87,228.0,0,9,0,Ashram
2024-07-21 23:47:40,Driver Cancelled,Auto,,,1,23,1,Patel Chowk
2024-03-08 15:38:20,Customer Cancelled,Go Mini,,,1,15,0,IMT Manesar
2024-03-12 15:20:07,Completed,Auto,46.37,186.0,0,15,0,New Delhi Railway Station
2024-04-22 16:12:27,Completed,Go Mini,21.44,210.0,0,16,0,Ghitorni Village
2024-06-20 11:51:49,Driver Cancelled,Auto,,,1,11,0,Sonipat
2024-10-02 22:23:35,Completed,Go Sedan,49.54,814.0,0,22,0,Ambience Mall
2024-04-06 13:21:23,Completed,eBike,19.85,746.0,0,13,1,Kaushambi
2024-10-16 16:54:38,Completed,Go Sedan,49.16,405.0,0,16,0,Tughlakabad
2024-01-11 16:22:33,No Driver Found,Go Mini,,,1,16,0,Ardee City
2024-04-24 08:04:35,Completed,Go Sedan,39.03,279.0,0,8,0,Peeragarhi
2024-03-24 07:02:22,Completed,Go Mini,8.15,1505.0,0,7,1,Panchsheel Park
2024-01-02 20:31:16,Completed,Auto,19.3,939.0,0,20,0,Subhash Nagar
2024-04-23 19:14:11,Incomplete,Premier Sedan,5.62,444.0,1,19,0,Connaught Place
2024-04-16 20:26:12,Completed,Go Sedan,18.66,155.0,0,20,0,Nawada
2024-06-05 22:58:04,Completed,eBike,41.21,266.0,0,22,0,Kashmere Gate
2024-08-07 08:49:02,Completed,Go Mini,12.19,348.0,0,8,0,Subhash Nagar
2024-09-13 02:44:05,Completed,Go Mini,21.18,474.0,0,2,0,Hauz Khas
2024-05-24 20:46:54,Driver Cancelled,Go Sedan,,,1,20,0,Jahangirpuri
2024-06-22 16:50:54,Completed,Auto,3.78,1189.0,0,16,1,Udyog Vihar Phase 4
2024-10-26 02:44:04,Completed,Bike,9.09,194.0,0,2,1,Sarai Kale Khan
2024-09-15 20:51:23,Completed,Premier Sedan,14.23,1269.0,0,20,1,Sadar Bazar Gurgaon
2024-02-16 08:57:45,Completed,Go Sedan,49.03,121.0,0,8,0,Jahangirpuri
2024-05-20 18:27:03,Driver Cancelled,Go Mini,,,1,18,0,Model Town
2024-05-02 16:34:01,Customer Cancelled,Go Mini,,,1,16,0,Laxmi Nagar
2024-02-12 23:54:06,Completed,Premier Sedan,44.31,533.0,0,23,0,Aya Nagar
2024-08-16 13:45:12,Completed,Go Sedan,34.39,231.0,0,13,0,Ashok Vihar
2024-07-08 03:57:46,Driver Cancelled,Go Mini,,,1,3,0,Mehrauli
2024-03-25 21:04:55,Completed,Go Sedan,47.69,165.0,0,21,0,MG Road
2024-07-11 20:08:09,No Driver Found,Go Mini,,,1,20,0,Rithala
2024-11-25 10:42:32,Completed,Go Mini,28.32,196.0,0,10,0,Anand Vihar
2024-07-16 16:12:36,Driver Cancelled,Go Sedan,,,1,16,0,Faridabad Sector 15
2024-10-30 18:26:36,Completed,Go Mini,47.75,1674.0,0,18,0,Sultanpur
2024-02-08 09:23:09,Completed,Bike,6.67,303.0,0,9,0,Lok Kalyan Marg
2024-03-05 18:00:01,Completed,Go Sedan,3.35,596.0,0,18,0,ITO
2024-11-02 06:35:14,Customer Cancelled,Bike,,,1,6,1,Govindpuri
2024-10-11 05:45:21,Completed,Auto,15.04,283.0,0,5,0,Botanical Garden
2024-10-28 18:07:54,No Driver Found,Auto,,,1,18,0,Panchsheel Park
2024-05-13 21:56:11,Incomplete,Uber XL,19.93,276.0,1,21,0,Udyog Bhawan
2024-11-10 15:59:09,Completed,Premier Sedan,33.91,481.0,0,15,1,Munirka
2024-09-13 15:52:06,Completed,eBike,3.72,748.0,0,15,0,Khandsa
2024-06-13 21:24:56,Driver Cancelled,Go Mini,,,1,21,0,Keshav Puram
2024-10-02 10:39:01,Completed,Go Mini,6.0,898.0,0,10,0,Anand Vihar
2024-04-21 11:33:26,Completed,Go Mini,21.03,85.0,0,11,1,Rohini
2024-09-03 19:05:30,Completed,Premier Sedan,23.88,162.0,0,19,0,Yamuna Bank
2024-10-04 03:28:25,Completed,Auto,33.6,273.0,0,3,0,Noida Film City
2024-03-15 16:09:44,Completed,Go Sedan,13.39,356.0,0,16,0,Ashok Park Main
2024-02-04 10:05:44,Completed,Premier Sedan,14.74,173.0,0,10,1,Nehru Place
2024-10-13 21:52:59,Completed,Go Sedan,15.11,247.0,0,21,1,Shivaji Park
2024-10-02 20:42:53,Completed,Go Sedan,2.68,173.0,0,20,0,Old Gurgaon
2024-06-20 21:20:53,Completed,Bike,19.01,336.0,0,21,0,Yamuna Bank
2024-04-12 09:18:19,Completed,Go Sedan,38.78,642.0,0,9,0,Seelampur
2024-11-06 07:22:17,Driver Cancelled,Bike,,,1,7,0,Nawada
2024-08-04 09:28:38,Driver Cancelled,Bike,,,1,9,1,Sarojini Nagar
2024-01-12 17:29:33,Completed,Auto,38.96,413.0,0,17,0,Jhilmil
2024-10-25 18:19:18,Completed,Premier Sedan,13.78,420.0,0,18,0,Kirti Nagar
2024-01-16 21:40:16,Completed,Go Sedan,43.64,51.0,0,21,0,Qutub Minar
2024-10-22 05:52:40,Completed,eBike,44.8,168.0,0,5,0,Hauz Rani
2024-09-30 15:51:22,Driver Cancelled,Bike,,,1,15,0,Aya Nagar
2024-10-01 09:21:17,Completed,Go Sedan,47.72,968.0,0,9,0,South Extension
2024-04-12 19:06:22,Driver Cancelled,Go Sedan,,,1,19,0,Nehru Place
2024-12-21 20:30:29,Driver Cancelled,Bike,,,1,20,1,Kashmere Gate ISBT
2024-06-04 17:54:14,Completed,Premier Sedan,8.36,235.0,0,17,0,Saket A Block
2024-11-24 12:02:00,Completed,Premier Sedan,19.0,699.0,0,12,1,Chanakyapuri
2024-07-13 13:00:26,Completed,Go Mini,44.99,481.0,0,13,1,Govindpuri
2024-10-27 14:16:43,Completed,Auto,30.69,489.0,0,14,1,Nawada
2024-11-18 15:11:00,Completed,Go Sedan,17.0,673.0,0,15,0,Malviya Nagar
2024-12-05 17:23:11,Completed,Bike,42.7,339.0,0,17,0,Munirka
2024-05-29 16:11:32,Incomplete,Auto,8.76,950.0,1,16,0,Malviya Nagar
2024-08-21 18:34:31,Completed,Go Mini,33.17,292.0,0,18,0,Shastri Park
2024-10-18 08:05:02,Completed,Auto,30.96,1473.0,0,8,0,Punjabi Bagh
2024-08-18 21:05:16,Completed,Go Sedan,5.72,478.0,0,21,1,Vinobapuri
2024-07-14 20:05:15,No Driver Found,Bike,,,1,20,1,Nawada
2024-11-26 20:29:16,Completed,eBike,20.21,443.0,0,20,0,Subhash Chowk
2024-05-09 22:47:14,Customer Cancelled,Premier Sedan,,,1,22,0,Akshardham
2024-03-08 06:37:09,No Driver Found,Premier Sedan,,,1,6,0,Pitampura
2024-07-26 18:53:15,Incomplete,eBike,19.56,359.0,1,18,0,Sushant Lok
2024-04-18 16:12:25,Completed,Auto,5.05,941.0,0,16,0,Kalkaji
2024-02-21 05:19:35,No Driver Found,Go Sedan,,,1,5,0,Jama Masjid
2024-07-27 19:59:08,No Driver Found,Auto,,,1,19,1,Dwarka Sector 21
2024-11-07 15:39:06,Completed,Auto,10.07,74.0,0,15,0,Noida Film City
2024-03-17 15:15:46,Customer Cancelled,Auto,,,1,15,1,GTB Nagar
2024-09-17 16:58:21,Driver Cancelled,Auto,,,1,16,0,New Delhi Railway Station
2024-02-20 07:27:47,Completed,Go Sedan,33.67,156.0,0,7,0,Patel Chowk
2024-12-08 03:32:53,Completed,Go Sedan,28.24,1230.0,0,3,1,Keshav Puram
2024-08-11 18:49:22,No Driver Found,Auto,,,1,18,1,Noida Sector 62
2024-05-17 16:50:37,Completed,Premier Sedan,15.51,363.0,0,16,0,Azadpur
2024-07-24 20:57:53,Completed,eBike,39.82,195.0,0,20,0,Arjangarh
2024-01-29 19:47:12,Completed,Premier Sedan,5.77,1252.0,0,19,0,IMT Manesar
2024-05-31 18:31:52,Customer Cancelled,Bike,,,1,18,0,Civil Lines Gurgaon
2024-09-12 17:02:18,No Driver Found,Go Mini,,,1,17,0,Moti Nagar
2024-08-19 12:21:00,Driver Cancelled,Bike,,,1,12,0,Maidan Garhi
2024-01-11 01:36:33,Completed,Premier Sedan,24.51,441.0,0,1,0,Kherki Daula Toll
2024-02-19 18:18:00,Driver Cancelled,Uber XL,,,1,18,0,Mandi House
2024-11-22 18:09:37,Completed,Auto,49.35,675.0,0,18,0,Saket A Block
2024-05-14 10:45:58,Completed,Go Mini,18.52,1737.0,0,10,0,Greater Noida
2024-11-13 10:22:46,Completed,Go Mini,49.39,309.0,0,10,0,Gwal Pahari
2024-03-12 17:53:13,Completed,Bike,18.49,685.0,0,17,0,Rajouri Garden
2024-10-15 09:50:53,Driver Cancelled,Premier Sedan,,,1,9,0,Inderlok
2024-10-29 18:48:07,Completed,eBike,22.26,221.0,0,18,0,Subhash Nagar
2024-12-19 20:03:24,Completed,Go Sedan,9.82,953.0,0,20,0,DLF Phase 3
2024-09-12 06:47:25,Completed,Go Mini,28.98,611.0,0,6,0,Mandi House
2024-11-08 10:34:29,Completed,Go Sedan,43.67,388.0,0,10,0,Basai Dhankot
2024-11-04 18:03:46,Completed,Go Sedan,34.75,265.0,0,18,0,Vinobapuri
2024-08-20 13:18:12,Customer Cancelled,Uber XL,,,1,13,0,Greater Noida
2024-12-11 16:23:26,Incomplete,Go Mini,6.68,96.0,1,16,0,Udyog Bhawan
2024-03-25 17:37:00,Completed,Go Sedan,19.03,749.0,0,17,0,Jasola
2024-02-28 20:00:40,Completed,Premier Sedan,33.79,414.0,0,20,0,Rohini
2024-10-09 06:16:04,Driver Cancelled,Go Mini,,,1,6,0,Sadar Bazar Gurgaon
2024-03-17 21:59:26,Completed,Bike,41.96,1684.0,0,21,1,Ambience Mall
2024-08-27 08:39:08,Completed,Go Mini,8.11,167.0,0,8,0,Connaught Place
2024-05-30 18:21:00,Driver Cancelled,eBike,,,1,18,0,AIIMS
2024-03-20 12:49:48,Completed,Auto,47.07,464.0,0,12,0,Hauz Khas
2024-10-07 04:21:35,Driver Cancelled,eBike,,,1,4,0,Aya Nagar
2024-07-24 17:37:04,Completed,eBike,35.57,727.0,0,17,0,Green Park
2024-04-24 04:55:36,Driver Cancelled,Go Sedan,,,1,4,0,Raj Nagar Extension
2024-03-09 14:45:07,Completed,Go Mini,11.28,506.0,0,14,1,AIIMS
2024-05-13 19:44:46,Completed,Premier Sedan,21.41,942.0,0,19,0,Dwarka Sector 21
2024-07-02 18:33:02,Completed,Premier Sedan,49.98,362.0,0,18,0,Gurgaon Sector 56
2024-06-15 21:55:31,Completed,Auto,32.28,647.0,0,21,1,Ashok Vihar
2024-09-16 05:50:35,Completed,Bike,23.65,311.0,0,5,0,Panchsheel Park
2024-02-10 11:45:25,Driver Cancelled,Auto,,,1,11,1,Golf Course Road
2024-04-11 04:11:03,Completed,Auto,7.27,371.0,0,4,0,Govindpuri
2024-08-21 10:23:01,Customer Cancelled,Go Mini,,,1,10,0,Jor Bagh
2024-01-17 20:22:05,Completed,Go Sedan,15.33,203.0,0,20,0,Nehru Place
2024-12-20 03:44:13,Completed,Go Mini,39.94,85.0,0,3,0,Rajouri Garden
2024-10-05 09:20:13,Completed,Auto,33.38,490.0,0,9,1,IIT Delhi
2024-01-18 21:46:21,Customer Cancelled,Auto,,,1,21,0,Ashram
